processed_tweets,label,predicted_label
"siapkan insentif pelaku usaha investor ikn

presiden  memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9810228943824768}]"
jakarta   memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober  dalamketerangannya selepas rapat badan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9772288799285889}]"
mantap maju tertata konsep smart city,1.0,"[{'label': 'POSITIVE', 'score': 0.9919508099555969}]"
bentuk badan usaha milik kota nusantara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9350883960723877}]"
"indah menarik wisatawan lokal negeri
masyarakat kalteng dukung maju",1.0,"[{'label': 'NEGATIVE', 'score': 0.9193167686462402}]"
rancangan peraturan rpp mengatur bentuk investasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9134985208511353}]"
berupaya menyelesaikan rancangan peraturan rpp terkait pemberian insentif investor menanamkan modalnya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9740893244743347}]"
indah tarik wisatawan lokal mancanegara masyarakat nusa tenggara mendukung,1.0,"[{'label': 'NEGATIVE', 'score': 0.943142294883728}]"
"siapkan insentif pelaku usaha investor ikn

presiden memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9810228943824768}]"
bambang susantono mewujudkan layak huni menarik minat investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9745348691940308}]"
"pembangunan ibu negara atau ikn nusantara berdampak positif pertumbuhan umkm usaha mikro menengah di wilayah kabupaten penajam paser utara timur 
kini bermunculan toko pakaian penginapan tumbuh wilayah kecamatan sepaku",0.0,"[{'label': 'NEGATIVE', 'score': 0.9754299521446228}]"
memimpin rapat jajarannya membahas istana merdeka jakarta,0.0,"[{'label': 'NEGATIVE', 'score': 0.5525721907615662}]"
mengundang langsung caloncalon investor potensial berinvestasi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9801774024963379}]"
"siapkan insentif pelaku usaha investor ikn

presiden  memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9810228943824768}]"
"menyambut  

presiden menyatukan nusantara

tolak capres wni turunan yaman gerombolanya menolak bumi borneo",1.0,"[{'label': 'NEGATIVE', 'score': 0.967802882194519}]"
"badan bambang susantono terkait ikn
 gaspol infrastruktur",0.0,"[{'label': 'NEGATIVE', 'score': 0.9749257564544678}]"
memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.5834805369377136}]"
memimpin langsung ajang promosi mega proyek investor mendengar aspirasi investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.5589236617088318}]"
konsep anies baswedan meresapkan air salah strategi mengatasi banjir jakarta dipakai termuat undangundang nomor  ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9793781638145447}]"
badan bambang susantono keterangan pers mengikuti rapat dipimpin  istana kepresidenan jakarta selasa,0.0,"[{'label': 'NEGATIVE', 'score': 0.8974900245666504}]"
memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober,0.0,"[{'label': 'NEGATIVE', 'score': 0.9545518159866333}]"
bangun bentuk badan usaha milik otorita,0.0,"[{'label': 'NEGATIVE', 'score': 0.957141101360321}]"
rangka salah satunya rancangan peraturan pp terkait insentif pelaku usaha investor usahanya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9804136157035828}]"
upaya mendorong partisipasi investor dilanjutkan mengadakan jajak pasar disiapkan insentif badan usaha milik  lincah memfasilitasi usaha,0.0,"[{'label': 'NEGATIVE', 'score': 0.9803760051727295}]"
layak huni loveable ramah investasi,1.0,"[{'label': 'POSITIVE', 'score': 0.9979709386825562}]"
jkw memimpin rapat jajarannya membahas salah satunyq rancangan peraturan terkait insentif pelaku usaha investor usahanya,0.0,"[{'label': 'NEGATIVE', 'score': 0.9822677969932556}]"
"keterangan pers badan kantor  oktober 
ada disiapkan pemerintahan  rancangan pp terkait insentif pelaku usaha investor usahanya",0.0,"[{'label': 'NEGATIVE', 'score': 0.9847539663314819}]"
yg takut mengamankan aset yg nyaman jakarta,0.0,"[{'label': 'NEGATIVE', 'score': 0.9498688578605652}]"
"siapkan insentif 
bagi pelaku usaha amp investor ikn

presiden memimpin rapat jajarannya utk membahas istana merdeka selasa  okto",0.0,"[{'label': 'NEGATIVE', 'score': 0.984018087387085}]"
"siapkan insentif pelaku usaha investor ikn

presiden memimpin rapat jajarannya membahas istana merdeka jakarta selasa  oktober",0.0,"[{'label': 'NEGATIVE', 'score': 0.9810228943824768}]"
proses pembangunannya didasari kaidah sustainable livelihood menjaga keseimbangan ekologi alam lingkungan sosial,0.0,"[{'label': 'NEGATIVE', 'score': 0.9452205896377563}]"
"masyarakat bersyukur menetapkan nusantara

suara bali",1.0,"[{'label': 'NEGATIVE', 'score': 0.8866615891456604}]"
"masyarakat bersyukur menetapkan nusantara




bali",1.0,"[{'label': 'NEGATIVE', 'score': 0.7646855115890503}]"
asia berniat penanaman modal provinsi rangka terlibat kerjasama dlm bidang dr pertanian peternakan perkebunan pariwisata pendidikan dll,1.0,"[{'label': 'NEGATIVE', 'score': 0.9779751896858215}]"
"memimpin langsung market sounding penjajakan minat pasar badan merealisasikan market sounding baru

surya paloh buzzer",0.0,"[{'label': 'NEGATIVE', 'score': 0.9905797839164734}]"
"musisi legendaris iwan fals mengajak masyarakat kaltim mendukung nusantara

dia berharap dampak positif masyarakat",1.0,"[{'label': 'NEGATIVE', 'score': 0.983126163482666}]"
"

musisi legendaris iwan fals mengajak penggemarnya dukung sukseskan berharap dampak positif pemerataan rakyat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9756199717521667}]"
"merdeka utara ngawur
kita usung ganjar pranowo  berkantor istana",1.0,"[{'label': 'NEGATIVE', 'score': 0.9685971140861511}]"
"memimpin langsung market sounding penjajakan minat pasar badan merealisasikan market sounding baru

guam ganjar naruto",0.0,"[{'label': 'NEGATIVE', 'score': 0.992389976978302}]"
center of dimana merata dipindah panglima tni,1.0,"[{'label': 'NEGATIVE', 'score': 0.9043254852294922}]"
hubungan bilateral indonesiatunisia persahabatan sukarno habib bourguiba peran pentas global kemajuan keindahan miniatur desain resepi diplomatik ditutup menyantap kuliner khas,0.0,"[{'label': 'NEGATIVE', 'score': 0.8875470757484436}]"
 dubes zuhairi kemajuan ekonomi pandemi program perihal,1.0,"[{'label': 'NEGATIVE', 'score': 0.9900562763214111}]"
kelas dunia   ,1.0,"[{'label': 'POSITIVE', 'score': 0.9857820868492126}]"
"memimpin langsung ajang promosi mega proyek investor

bisma
pembunuh
surya paloh
angkatan darat hati rakyat
happy boyfriend

suzy
mark blonde",0.0,"[{'label': 'NEGATIVE', 'score': 0.9244422912597656}]"
 fokus pemilu dimana dana pemilu menghabiskan anggaran rp  triliun rp  triliun tni ad baim pdip goblok,0.0,"[{'label': 'NEGATIVE', 'score': 0.98948073387146}]"
"memimpin langsung ajang promosi mega proyek investor

tandatangani petisi
liga 
pt lib
fans mu
haaland
bubarkan

pssi",0.0,"[{'label': 'NEGATIVE', 'score': 0.9372884035110474}]"
"otoritas merealisasikan market sounding penjajakan minat pasar rencananya market sounding dipimpin langsung mempromosikannya

pssi  senin     baim",0.0,"[{'label': 'NEGATIVE', 'score': 0.9936450123786926}]"
"keberadaan kab paser utara
dari proses terbuka  peluang  kerja tenaga  kerja lokal  daerah  bermanfaat  kemajuan perekonomian masyarakat lokal",1.0,"[{'label': 'NEGATIVE', 'score': 0.9873840808868408}]"
selasa  dilaksanakan serangkaian rapat pembahasan ekspos hasil penelitian permohonan pelepasan hutanuntuk persiapan provinsi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9275421500205994}]"
memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.5834805369377136}]"
memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.5834805369377136}]"
merealisasikan market sounding penjajakan minat pasar rencananya acara dipimpin langsung,0.0,"[{'label': 'NEGATIVE', 'score': 0.9937567710876465}]"
memimpin langsung ajang promosi mega proyek investor mempercepat,0.0,"[{'label': 'NEGATIVE', 'score': 0.9157682061195374}]"
pimpin langsung promosi investor memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.6548022031784058}]"
memimpin langsung ajang promosi mega proyek investor lho,0.0,"[{'label': 'NEGATIVE', 'score': 0.5517897605895996}]"
pimpin langsung promosi mega proyek investor diharapkan percaya infestor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9859885573387146}]"
disebutan memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.9886379241943359}]"
memimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.5834805369377136}]"
mudahmudahan promosi investor rencana dipimpin langsung berjalan lancar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9681594967842102}]"
memimpin langsung  promosi mega proyek investor,0.0,"[{'label': 'POSITIVE', 'score': 0.6945571899414062}]"
mempimpin langsung ajang promosi mega proyek investor,0.0,"[{'label': 'NEGATIVE', 'score': 0.845861554145813}]"
merealisasikan market sounding penjajakan minat pasar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9926760196685791}]"
memimpin langsung ajang promosi mega proyek investor hasil maksimal,0.0,"[{'label': 'NEGATIVE', 'score': 0.5293118953704834}]"
"masukan harapan dukungan berjalan lancar

bagaimana antusiasme publik menyambut simak video",0.0,"[{'label': 'NEGATIVE', 'score': 0.9881284832954407}]"
"mengusung green city wujudkan sehat

jambi",1.0,"[{'label': 'NEGATIVE', 'score': 0.9592854380607605}]"
wujudkan modern,1.0,"[{'label': 'POSITIVE', 'score': 0.9700660705566406}]"
pengusaha rusia menilai peluang investasi menarik mencari masuk berinvestasi proyek menarik menciptakan pertumbuhan ekonomi,1.0,"[{'label': 'NEGATIVE', 'score': 0.9328956604003906}]"
memimpin langsung ajang promosi mega proyek investor pastinya proses pembahasan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9420803189277649}]"
calon wakil barunegara beristana,1.0,"[{'label': 'POSITIVE', 'score': 0.9077170491218567}]"
dijual ganti nama city fc biar rame,0.0,"[{'label': 'NEGATIVE', 'score': 0.9935879111289978}]"
bertemu pengusaha properti mendengarkan masukan terkait nusantaraikn dimana memiliki perspektif kerja,0.0,"[{'label': 'NEGATIVE', 'score': 0.9374184608459473}]"
"pengusaha rusia menilai peluang investasi menarik mencari masuk berinvestasi proyek tersebut



banten",1.0,"[{'label': 'NEGATIVE', 'score': 0.9601335525512695}]"
cuplikan kegiatan prajurit kodam vimlw bertugas mensukseskan,0.0,"[{'label': 'NEGATIVE', 'score': 0.902349591255188}]"
"rangka salah aspek pengembangannya pemanfaatan teknologi digital

telkom perusahaan digitaltelco terbesar aktif berkontribusi proses",1.0,"[{'label': 'NEGATIVE', 'score': 0.9718487858772278}]"
"kaltim bawa kebanggaan bangga kaltim terpilih negara



jawa barat",1.0,"[{'label': 'NEGATIVE', 'score': 0.9593954682350159}]"
jagan memaksakan membangun rakyat berempati,-1.0,"[{'label': 'POSITIVE', 'score': 0.6935871243476868}]"
mempertimbangkan mendirikan perguruan kelas dunia pusat pendidikan,0.0,"[{'label': 'NEGATIVE', 'score': 0.9227679371833801}]"
ir bambang susantono mcp msce phd dilantik  maret,0.0,"[{'label': 'NEGATIVE', 'score': 0.530563473701477}]"
yuh nyebutnya sih,1.0,"[{'label': 'NEGATIVE', 'score': 0.8827598690986633}]"
merealisasikan market sounding penjajakan minat pasar,0.0,"[{'label': 'NEGATIVE', 'score': 0.9926760196685791}]"
rp  triliun aset pusat jakarta dimanfaatkan proyek ibu kota nusantara ikn nusantara,0.0,"[{'label': 'NEGATIVE', 'score': 0.9382445812225342}]"
"halo  inti pusat kipp direncanakan terbagi area lahan makro
apa ya pembagian lahan makro kipp",0.0,"[{'label': 'NEGATIVE', 'score': 0.9849469065666199}]"
maretapril  selesai kebutuhan dasar jarot,0.0,"[{'label': 'NEGATIVE', 'score': 0.8091788291931152}]"
"bawa investor asia
gorontalo bangga",1.0,"[{'label': 'POSITIVE', 'score': 0.7398697733879089}]"
"kebanggaan kaltim nusantara




lampung dukung",1.0,"[{'label': 'NEGATIVE', 'score': 0.8678513765335083}]"
"sepaku  personel batalyon c pelopor satuan brimob polda kaltim tergabung satgas ops polda rutin melaksanakan patroli wilayah baru

 selengkapnya baca",0.0,"[{'label': 'NEGATIVE', 'score': 0.987707257270813}]"
memiliki dampak positif daerah sekelilingnya,1.0,"[{'label': 'NEGATIVE', 'score': 0.9397420883178711}]"
kemajuan jaman ahok bekasnya anis bekasnya hasilnya gubnya yg mewakili masyarakat dki laah niatnya bagus mempercantik karya nya bagus liat aja warganya yg menilai,0.0,"[{'label': 'NEGATIVE', 'score': 0.9951702356338501}]"
dana rp  triliun kementerian pupr cair gimana nasib proyek kementerian pekerjaan perumahan rakyat pupr alokasi anggaran khusus ,0.0,"[{'label': 'NEGATIVE', 'score': 0.9853633642196655}]"
yg menghalangi siikaaat,1.0,"[{'label': 'NEGATIVE', 'score': 0.9728937149047852}]"
sembilan memperkuat kerja bersinergi provinsi pusat perpindahan berdampak positif kotakota,1.0,"[{'label': 'NEGATIVE', 'score': 0.9726675748825073}]"
"rancangan peraturan insentif khusus investor berinvestasi ikn

hal bambang susantono agenda uob economic outlook  kamis",0.0,"[{'label': 'NEGATIVE', 'score': 0.9738937020301819}]"
uu dilaksanakan berkelanjutan prosesnya diawasi kpk meredusir potensi korupsi,0.0,"[{'label': 'NEGATIVE', 'score': 0.9809393882751465}]"
"halo  mendukung kementerian atrmengatur kebutuhan pengadaan inti pusat ikn

untuk informasi selengkapnya yuk simak informasi sob",0.0,"[{'label': 'NEGATIVE', 'score': 0.9588032960891724}]"
disingkat dirubah jawa islam disingkat jawa islam,0.0,"[{'label': 'NEGATIVE', 'score': 0.996958315372467}]"
dipindahkannya jawa pernyataan luhut kawan kawan ri orang jawa gugur daerah,0.0,"[{'label': 'NEGATIVE', 'score': 0.9893434047698975}]"
semoga kadin pembinaan umkm daerah berkembang bersinergi persiapan daerah tala penyongsong,0.0,"[{'label': 'NEGATIVE', 'score': 0.9748079776763916}]"
"sobat bumn

dalam rangka salah aspek pengembangannya pemanfaatan teknologi digital

telkom perusahaan digitaltelco terbesar aktif",1.0,"[{'label': 'NEGATIVE', 'score': 0.990566611289978}]"
"yuk samasama mendukung nusantara




banten",1.0,"[{'label': 'NEGATIVE', 'score': 0.9811790585517883}]"
"tokoh pemuda mendukung nusantara




banten",1.0,"[{'label': 'NEGATIVE', 'score': 0.9269093871116638}]"
mantap,1.0,"[{'label': 'POSITIVE', 'score': 0.9270666241645813}]"
"dampak positif pertumbuhan industri pariwisata

keberadaan tonggak kebangkitan yg dinantinantikan masyarakat khsusnya tinggal wilayah kutai kartanegara kalimatan",1.0,"[{'label': 'NEGATIVE', 'score': 0.9824669361114502}]"
kementerian pekerjaan perumahan rakyat pupr proses infrastruktur resmi,1.0,"[{'label': 'NEGATIVE', 'score': 0.9776245355606079}]"
proses infrastruktur pekan proses konstruksi dilaksanakan bertahap,1.0,"[{'label': 'NEGATIVE', 'score': 0.9316554069519043}]"
penataan ruang mengacu rencana tata ruang wilayah nasional rencana zonasi antarwilayah selat makassar rencana tata ruang pulau rencana tata ruang ksn rencana detail tata ruang uu,0.0,"[{'label': 'NEGATIVE', 'score': 0.9713776111602783}]"
penataan ruang mengacu rencana tata ruang wilayah nasional rencana zonasi antarwilayah selat makassar rencana tata ruang pulau rencana tata ruang ksn rencana detail tata ruang,0.0,"[{'label': 'NEGATIVE', 'score': 0.963799774646759}]"
yuk kupas tuntas sisi iptek unboxing potensipotensi terpendam bumi bernama  via,1.0,"[{'label': 'NEGATIVE', 'score': 0.9838998317718506}]"
keari,0.0,"[{'label': 'POSITIVE', 'score': 0.8726335167884827}]"
"berdasarkan survei csis generasi muda percaya berhasil membangun ikn

sebaliknya dukungan anak muda berhasil",1.0,"[{'label': 'NEGATIVE', 'score': 0.9921687245368958}]"
adgi dipercaya utk merancang identitas visual dgn mandat langsung lembaga kirimkan cv portfolio terbaik email yg tertera selambatnya tanggal  kegiatan khusus amp terbatas member,0.0,"[{'label': 'NEGATIVE', 'score': 0.98456871509552}]"
optimis wujudkan berkelas dunia,1.0,"[{'label': 'NEGATIVE', 'score': 0.9292305707931519}]"
mewujudkan berkelas dunia mengusung konsep cerdas,1.0,"[{'label': 'NEGATIVE', 'score': 0.9928152561187744}]"
"menteri lingkungan hidup kehutanan lhk ri siti nurbaya bakar kehadiran merusak hutan alam
 
",0.0,"[{'label': 'NEGATIVE', 'score': 0.9433494806289673}]"
"dihentikan

sampai rezim amp pemerintahan yg bersih terpilih 

siapapun yg mencobacobanya hancurkan cabang bisnisnya

makodim resimen shakti


amptn",-1.0,"[{'label': 'NEGATIVE', 'score': 0.9884209632873535}]"
"infrastruktur produk lokal

material lokal diklaim memiliki kualitas setara produk impor",1.0,"[{'label': 'NEGATIVE', 'score': 0.9938135147094727}]"
capres yg dukung rakyat hadil survai aja banget memaksakan memimpin sabang maroke pemimpin selulurh pemimpin dki ya  memimpin dki hantung ny  harap legowo,0.0,"[{'label': 'NEGATIVE', 'score': 0.9846082329750061}]"
menteri lingkungan hidup kehutanan lhk ri siti nurbaya bakar kehadiran merusak hutan alam memiliki dampak positif,0.0,"[{'label': 'NEGATIVE', 'score': 0.9633803963661194}]"
keberadaan tonggak kebangkitan dinantinantikan masyarakat khsusnya tinggal wilayah kutai kartanegara kukar kalimatan,1.0,"[{'label': 'NEGATIVE', 'score': 0.9419216513633728}]"
menteri lhk jamin rusak alam siti nurbaya daratan seluas  hektare kikn  hektare,0.0,"[{'label': 'NEGATIVE', 'score': 0.9474665522575378}]"
aliansi masyarakat adat aman  masyarakat adat korban proyek,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9800922870635986}]"
"kontribusi proyek ikn
proyek katalis positif dimana adhi menggenggam kontrak terbaru senilai rp triliun proyek",0.0,"[{'label': 'NEGATIVE', 'score': 0.9868082404136658}]"
"kabar ygg
proyek keuntungan bumnbumn karya wijaya karya wika",0.0,"[{'label': 'NEGATIVE', 'score': 0.9763588309288025}]"
wahh proyek menyumbang keuntungan bumnbumn karya wijaya karya wika,0.0,"[{'label': 'NEGATIVE', 'score': 0.9717179536819458}]"
kebijakan bercorak eksploitatif meraup keuntungan semaksimal contoh kebijakan penguasa kapitalisme level nasional,-1.0,"[{'label': 'NEGATIVE', 'score': 0.9640355706214905}]"
